User_ID,Age,Score
1,34.96714153011233,65.4589188198587
2,28.617356988288154,32.6696784943244
3,36.47688538100692,58.63155785336221
4,45.23029856408026,40.71142312757948
5,27.65846625276664,45.08895790443571
6,27.658630430508193,50.71406400300376
7,45.79212815507391,48.20763422410161
8,37.67434729152909,24.858415377605972
9,25.305256140650478,70.72718031744975
10,35.42560043585965,67.01613828138346
11,25.365823071875376,47.805252603108045
12,25.34270246429743,64.01597940093626
13,,44.03457257993037
14,10.86719755342202,35.26703834383274
15,12.750821674869673,50.816195213008626
16,24.377124707590273,32.466457122729196
17,19.87168879665576,59.13575935224985
18,33.142473325952736,39.46155875840387
19,20.91975924478789,25.99953681150532
20,15.876962986647085,-4.408115437577159
21,44.65648768921554,48.094155217031116
22,27.742236995134643,54.81053734608721
23,30.67528204687924,70.06604567214987
24,15.752518137865433,23.974841536241087
25,24.556172754748175,65.13798219563905
26,31.10922589709866,42.69261216237729
27,18.490064225776973,49.0753511789286
28,33.75698018345672,50.08669366612212
29,23.99361310081195,49.84397539196291
30,27.083062502067232,19.504975076222365
31,23.98293387770603,60.73761510981976
32,48.522781845089376,62.517811384243444
33,29.865027752620662,64.35015970436623
34,19.422890710440996,57.31214180519531
35,38.225449121031886,46.89318788927858
36,17.791563500289776,27.979782277060508
37,32.08863595004755,56.72802491661899
38,10.403298761202244,50.57811430227216
39,16.718139511015693,49.96323825320226
40,31.968612358691235,56.60983216937764
41,37.38466579995411,49.323320008218374
42,31.713682811899705,43.33972704051391
43,28.843517176117594,
44,26.988963044107113,49.91218571287624
45,15.214780096325725,72.10053510847706
46,22.801557916052914,33.460326150777036
47,25.393612290402125,65.04693878307322
48,40.57122226218915,60.717884182800674
49,33.43618289568462,24.318402531389474
50,12.36959844637266,59.12780655116709
51,33.24083969394795,50.27198340357827
52,26.149177195836835,48.74821480748763
53,23.230779996940413,79.94321786442072
54,36.11676288840868,
55,40.30999522495951,36.07812465004049
56,39.31280119116199,59.59605110343646
57,21.607824767773614,36.24732493191434
58,26.907876241487855,36.87878653926798
59,33.31263431403564,52.40609584463239
60,39.75545127122359,67.60576094667954
61,25.2082576215471,27.691043032552727
62,28.143410233361827,42.44315952265615
63,,67.6375109245495
64,18.037933759193294,35.88754533586287
65,,50.47102463440646
66,43.56240028570823,45.340110143916135
67,29.27989878419666,69.14806007706787
68,40.03532897892024,
69,,45.51923788704479
70,23.548802453948756,37.45097436721523
71,33.61395605508414,81.57607364966957
72,45.38036566465969,48.863618334059545
73,29.641739608900483,46.60567726033793
74,45.64643655814006,57.490443425631845
75,3.8025489591025554,60.78299788762597
76,38.21902504375224,28.99870825074834
77,30.87047068238171,47.14998064087083
78,27.009926495341325,33.914881684581836
79,30.917607765355022,41.53186571602559
80,10.124310853991073,69.10234977052096
81,27.80328112162488,67.30133833688105
82,,58.83215238542892
83,44.77894044741516,28.921480368616933
84,24.817297817263526,52.8005330908142
85,21.915063971068122,41.3659970480307
86,24.982429564154636,64.87869810885974
87,39.15402117702074,41.549390600182484
88,33.287511096596845,37.57955386936075
89,24.702397962329613,55.410057709873485
90,35.13267433113356,68.2025592528345
91,30.970775493480403,66.01906842391267
92,39.68644990532889,69.48902148534678
93,22.979469061226474,69.62688533368966
94,,74.49006061936366
95,26.078918468678424,52.70937861338935
96,15.364850518678814,43.33055917877835
97,32.96120277064576,37.61747581323152
98,32.610552721798896,67.92035279636232
99,30.051134566424608,47.412258739408884
100,27.654128666248532,36.351688377089886
101,15.846292579495858,57.839277030502124
102,25.79354677234641,28.289132265550503
103,,33.79900593879851
104,21.97722730778381,53.259836816069246
105,28.38714288333991,63.23040492253472
106,34.040508568145384,45.03610890099568
107,48.8618590121053,46.51240301852332
108,31.74577812831839,61.79964010558133
109,32.57550390722764,62.435511643020845
110,29.255540842338327,18.878485314280226
111,10.812287847009586,72.24695121440112
112,,45.09347690161978
113,30.602302099410263,38.801742561857104
114,54.63242112485286,42.974094236834496
115,28.076390352188774,29.530420777008473
116,33.015473423336125,88.20711320296573
117,29.652882302947567,30.422093720799502
118,18.313219623804677,27.519953842742975
119,41.42822814515021,46.07598295923281
120,37.519330326867745,29.30208692424825
121,37.910319470430466,51.830253740841826
122,20.90612545205261,74.62580295643876
123,44.02794310936099,52.47814483784231
124,15.981489372077192,55.08247748760845
125,35.868570938002705,45.63563687326589
126,51.90455625809979,34.38507153265902
127,20.094636748693116,45.615415878055934
128,24.33702270397228,65.81918607741275
129,30.996513650876413,70.36275786644154
130,,50.62416745785227
131,14.493365689338674,63.16246928009194
132,30.685629748060272,38.378105213756754
133,,40.771959588430086
134,34.73592430635182,25.999931273676083
135,20.80575765766197,66.63692651446166
136,45.499344050175395,41.360251054186136
137,22.167467076637628,30.080339778599416
138,26.779384837943244,57.521815964196115
139,38.135172173696695,70.15043053084523
140,17.69135683566045,44.43247953526392
141,32.27459934604129,23.433769849415356
142,43.07142754282428,45.14143149388555
143,13.925167654387725,53.58602720551794
144,31.846338585323043,58.930912764507504
145,32.598827942484235,61.651309246967955
146,37.8182287177731,51.13898945058032
147,17.63049289121918,46.11988745948348
148,16.795433869157236,60.28496702981057
149,35.21941565616898,30.152946436418127
150,32.96984673233186,35.46799642835783
151,32.504928503458764,39.092457147758665
152,33.46448209496975,43.372647075086576
153,23.199752784215093,29.256404165934505
154,32.322536971610035,64.58230472788352
155,32.93072473298681,31.81811595977611
156,,9.67435785199018
157,48.65774511144757,64.7982544507229
158,34.73832920911788,57.73313128173581
159,18.086965027973513,49.09032345383538
160,36.5655360863383,57.02524485668221
161,20.253183297726785,51.62952691784209
162,37.87084603742452,67.45424427195267
163,41.58595579007404,38.47432041721537
164,21.793176816482895,76.02669091199999
165,39.63376129244322,64.21455554657895
166,34.12780926936498,40.90286787009605
167,38.2206015999449,38.510648707604155
168,48.967929826539475,52.19675976857349
169,27.546118839971296,33.14509779075452
170,22.462638356425103,46.91806272741553
171,21.104855703744768,70.18922135684353
172,21.841897150345616,52.73739347687163
173,29.22898290585896,81.41461148944454
174,33.41151974816644,38.45107702496776
175,32.766907993300194,-100.0
176,38.27183249036024,42.01421807713758
177,30.13001891877907,46.89426678468751
178,44.53534077157317,57.504480517254855
179,27.35343166762044,38.995039400513875
180,57.20169166589619,37.068537456889885
181,36.25667347765006,43.011771205396045
182,21.428424435837172,41.92981755082095
183,19.291075019388877,34.85321962309918
184,34.824724152431855,71.66965441749238
185,27.76537214674149,45.442588850680956
186,37.14000494092092,62.45200963697878
187,34.73237624573545,61.37671753052565
188,29.27171087343127,65.37358766431016
189,21.53206281931595,29.96200022644234
190,14.851527753141355,44.75768041284607
191,25.53485047932979,60.30249999360232
192,38.56398794323472,40.76968945775842
193,32.14093744130204,72.31815919662165
194,,31.577235066003723
195,31.73180925851182,62.306845207096345
196,,43.30308806972149
197,21.16142563798867,65.75969697779219
198,31.53725105945528,54.04364411544375
199,30.58208718446,37.31825698270686
200,18.57029702169377,62.298704871722705
201,33.577873603482836,24.07498328555307
202,35.60784526368234,44.78183544907666
203,40.830512431752766,43.16329651500109
204,40.53802052034903,56.48349601514337
205,16.22330632042909,9.686097470726914
206,20.621749600848773,53.49842826138943
207,,55.59073836122587
208,35.13785950912209,38.0859680530049
209,35.150476863060476,45.44183224378601
210,68.52731490654722,50.52660632961222
211,35.70890510693167,64.19324513385742
212,41.35565640180599,17.526132292133475
213,39.54001763493203,49.14100871401056
214,36.51391251305798,57.196340095375675
215,26.847307553596544,59.382914523732445
